gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;operator;department;monthly_cost_mad;total_cost_mad;plan;roaming_flag;data_usage_gb;quota_gb;over_quota_flag;anomaly_flag;risk_proba;risk_score_100;risk_level;future_cost_mad;future_cost_pred_mad;alert_flag;recommendation
Male;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;21.05;113.85;1;Maroc Telecom;Direction;210.5;1138.5;M;0;13.38;12;1;0;0.6425;64.2;Élevé;258.91;261.11;1;Proposer upgrade forfait + vérifier usage
Male;0;No;No;52;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);21.0;1107.2;0;Maroc Telecom;IT;210.0;11072.0;M;0;8.89;12;0;0;0.0125;1.2;Faible;216.3;209.04;0;RAS
Female;1;Yes;No;25;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;98.5;2514.5;1;Maroc Telecom;Support;985.0;25145.0;XL;0;50.03;50;1;0;0.855;85.5;Critique;1014.33;1035.26;1;Proposer upgrade forfait + vérifier usage
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.2;20.2;0;Maroc Telecom;Finance;202.0;202.0;M;0;9.71;12;0;0;0.235;23.5;Moyen;194.05;202.34;0;RAS
Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19.45;19.45;0;Orange Maroc;Direction;194.5;194.5;M;0;19.37;12;1;0;0.3875;38.8;Moyen;263.54;246.34;1;Proposer forfait supérieur
Male;0;No;No;38;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);95.0;3605.6;0;Maroc Telecom;Support;950.0;36056.0;XL;0;48.97;50;0;0;0.015;1.5;Faible;951.3;950.29;0;RAS
Female;1;Yes;No;66;No;No phone service;DSL;No;Yes;Yes;No;Yes;No;One year;No;Bank transfer (automatic);45.55;3027.25;0;Orange Maroc;Support;455.5;30272.5;L;0;19.35;25;0;0;0.065;6.5;Faible;494.55;454.08;0;RAS
Male;0;Yes;No;68;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);110.0;7611.85;1;inwi;Finance;1100.0;76118.5;XL;0;60.26;50;1;0;0.6575;65.8;Élevé;1158.09;1150.12;1;Proposer upgrade forfait + vérifier usage
Male;0;No;No;5;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;24.3;100.2;0;Maroc Telecom;RH;243.0;1002.0;M;1;15.28;12;1;1;0.155;15.5;Faible;365.3;369.49;1;Vérifier roaming + limiter options
Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;104.15;7303.05;0;Maroc Telecom;Commercial;1041.5;73030.5;XL;0;52.21;50;1;0;0.02;2.0;Faible;1053.77;1090.66;1;Proposer forfait supérieur
Female;0;No;No;32;No;No phone service;DSL;Yes;No;No;No;No;No;One year;No;Mailed check;30.15;927.65;0;inwi;Support;301.5;9276.5;L;0;13.76;25;0;0;0.0425;4.2;Faible;281.08;301.13;0;RAS
Male;0;No;No;43;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;No;Mailed check;94.35;3921.3;0;Maroc Telecom;IT;943.5;39213.0;XL;1;43.2;50;0;0;0.07;7.0;Faible;1024.71;1018.59;0;RAS
Male;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19.4;1363.25;0;Maroc Telecom;Direction;194.0;13632.5;M;1;10.99;12;0;0;0.0;0.0;Faible;255.63;268.94;0;RAS
Male;0;Yes;No;55;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;96.75;5238.9;1;Maroc Telecom;Support;967.5;52389.0;XL;0;46.35;50;0;0;0.2975;29.8;Moyen;976.31;966.84;0;RAS
Female;0;No;No;52;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;No;Credit card (automatic);57.95;3042.25;0;Maroc Telecom;Finance;579.5;30422.5;XL;0;26.34;50;0;0;0.005;0.5;Faible;586.81;578.72;0;RAS
Female;0;No;No;43;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;91.65;3954.1;0;inwi;Support;916.5;39541.0;XL;0;48.15;50;0;0;0.09;9.0;Faible;894.51;916.82;0;RAS
Female;1;Yes;No;37;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76.5;2868.15;1;inwi;Commercial;765.0;28681.5;XL;0;42.88;50;0;0;0.52;52.0;Élevé;758.72;765.81;1;Surveiller la ligne + analyser causes
Female;0;Yes;Yes;64;No;No phone service;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;54.6;3423.5;0;Orange Maroc;Commercial;546.0;34235.0;XL;0;25.87;50;0;0;0.015;1.5;Faible;542.03;545.16;0;RAS
Male;0;Yes;Yes;3;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;89.85;248.4;0;inwi;Finance;898.5;2484.0;XL;0;47.34;50;0;0;0.12;12.0;Faible;874.79;899.69;0;RAS
Female;0;No;No;36;No;No phone service;DSL;Yes;No;No;No;No;No;Two year;No;Bank transfer (automatic);31.05;1126.35;0;inwi;Commercial;310.5;11263.5;L;0;16.16;25;0;0;0.02;2.0;Faible;337.27;310.38;0;RAS
Female;0;Yes;Yes;10;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100.25;1064.65;1;Maroc Telecom;Support;1002.5;10646.5;XL;0;51.2;50;1;0;0.9025;90.2;Critique;1068.23;1053.13;1;Proposer upgrade forfait + vérifier usage
Female;0;No;No;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.65;835.15;0;inwi;RH;206.5;8351.5;M;0;7.87;12;0;0;0.0;0.0;Faible;230.4;205.63;0;RAS
Male;0;Yes;Yes;27;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);85.2;2151.6;0;Orange Maroc;Commercial;852.0;21516.0;XL;0;41.96;50;0;0;0.1075;10.8;Faible;885.12;852.15;0;RAS
Female;0;Yes;Yes;56;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);99.8;5515.45;0;inwi;Commercial;998.0;55154.5;XL;0;46.61;50;0;0;0.1275;12.8;Faible;1000.39;997.11;0;RAS
Female;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.7;112.75;0;inwi;Support;207.0;1127.5;M;0;6.68;12;0;0;0.0025;0.2;Faible;212.6;206.68;0;RAS
Male;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.4;229.55;1;Maroc Telecom;IT;744.0;2295.5;XL;0;38.75;50;0;0;0.9125;91.2;Critique;732.18;745.01;1;Surveiller la ligne + analyser causes
Female;0;Yes;Yes;7;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;50.7;350.35;0;Maroc Telecom;Support;507.0;3503.5;XL;1;23.78;50;0;0;0.2175;21.8;Moyen;641.87;583.17;0;RAS
Female;0;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.85;62.9;0;Maroc Telecom;Commercial;208.5;629.0;M;1;7.68;12;0;0;0.055;5.5;Faible;269.58;284.21;0;RAS
Male;0;No;No;33;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;No;Two year;Yes;Electronic check;88.95;3027.65;0;Maroc Telecom;Finance;889.5;30276.5;XL;0;40.85;50;0;0;0.0475;4.8;Faible;883.15;889.02;0;RAS
Female;1;No;No;27;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;78.05;2135.5;1;inwi;Finance;780.5;21355.0;XL;0;34.48;50;0;0;0.29;29.0;Moyen;768.98;779.97;0;RAS
Male;0;Yes;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);23.55;1723.95;0;inwi;Commercial;235.5;17239.5;M;0;5.91;12;0;0;0.0;0.0;Faible;236.6;233.4;0;RAS
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.75;19.75;0;Maroc Telecom;Support;197.5;197.5;M;0;10.21;12;0;0;0.645;64.5;Élevé;206.82;197.96;1;Surveiller la ligne + analyser causes
Male;1;No;No;71;No;No phone service;DSL;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;56.45;3985.35;0;Orange Maroc;RH;564.5;39853.5;XL;0;20.34;50;0;0;0.0725;7.2;Faible;567.55;562.41;0;RAS
Female;0;No;No;13;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85.95;1215.65;0;Maroc Telecom;Support;859.5;12156.5;XL;1;44.39;50;0;0;0.2775;27.8;Moyen;965.98;936.13;0;RAS
Female;0;Yes;Yes;25;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);58.6;1502.65;1;Maroc Telecom;IT;586.0;15026.5;XL;0;30.69;50;0;0;0.705;70.5;Élevé;582.77;586.48;1;Surveiller la ligne + analyser causes
Male;0;No;No;67;Yes;No;DSL;No;No;No;Yes;No;No;Two year;No;Bank transfer (automatic);50.55;3260.1;0;Maroc Telecom;Commercial;505.5;32601.0;XL;1;24.98;50;0;0;0.0225;2.2;Faible;579.22;580.61;0;RAS
Male;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;35.45;35.45;1;Maroc Telecom;Direction;354.5;354.5;L;0;17.95;25;0;0;0.9725;97.2;Critique;361.61;355.07;1;Surveiller la ligne + analyser causes
Male;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44.35;81.25;1;inwi;Support;443.5;812.5;L;0;21.32;25;0;0;0.8075;80.8;Critique;461.72;443.88;1;Surveiller la ligne + analyser causes
Female;0;No;No;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25.7;1188.2;0;Maroc Telecom;Finance;257.0;11882.0;M;0;13.53;12;1;0;0.01;1.0;Faible;322.4;306.43;1;Proposer forfait supérieur
Female;0;No;No;23;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);75.0;1778.5;0;Orange Maroc;Commercial;750.0;17785.0;XL;0;38.14;50;0;0;0.1775;17.8;Faible;752.32;750.43;0;RAS
Female;0;Yes;Yes;64;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.2;1277.75;0;Orange Maroc;Finance;202.0;12777.5;M;0;14.0;12;1;0;0.0;0.0;Faible;239.96;251.52;1;Proposer forfait supérieur
Male;0;No;Yes;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19.6;1170.55;0;Maroc Telecom;RH;196.0;11705.5;M;0;14.4;12;1;0;0.0125;1.2;Faible;222.31;245.79;1;Proposer forfait supérieur
Female;1;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70.45;70.45;1;inwi;Support;704.5;704.5;XL;0;39.73;50;0;0;0.7075;70.8;Élevé;723.67;706.05;1;Surveiller la ligne + analyser causes
Female;1;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);88.05;6425.65;0;inwi;Support;880.5;64256.5;XL;0;41.63;50;0;0;0.0025;0.2;Faible;876.76;879.39;0;RAS
Female;0;No;No;8;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;No;Electronic check;71.15;563.65;1;Maroc Telecom;Finance;711.5;5636.5;XL;1;37.85;50;0;0;0.6475;64.8;Élevé;771.23;788.35;1;Surveiller la ligne + analyser causes
Female;0;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);101.05;5971.25;0;Orange Maroc;Direction;1010.5;59712.5;XL;1;52.04;50;1;0;0.0425;4.2;Faible;1074.68;1135.95;1;Proposer forfait supérieur
Male;0;No;No;64;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;One year;Yes;Credit card (automatic);84.3;5289.05;0;Maroc Telecom;Commercial;843.0;52890.5;XL;1;40.2;50;0;0;0.02;2.0;Faible;903.2;917.96;0;RAS
Male;1;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);23.95;1756.2;0;Maroc Telecom;RH;239.5;17562.0;M;0;9.32;12;0;0;0.0025;0.2;Faible;227.24;237.97;0;RAS
Female;0;Yes;Yes;65;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);99.05;6416.7;0;Maroc Telecom;Commercial;990.5;64167.0;XL;0;48.39;50;0;0;0.0225;2.2;Faible;974.34;989.78;0;RAS
Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19.6;61.35;0;Orange Maroc;Commercial;196.0;613.5;M;1;6.62;12;0;0;0.005;0.5;Faible;308.92;271.65;0;RAS
Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;45.65;45.65;1;Orange Maroc;Commercial;456.5;456.5;L;0;18.66;25;0;0;0.9175;91.8;Critique;469.0;456.34;1;Surveiller la ligne + analyser causes
Male;0;No;Yes;30;Yes;No;DSL;No;Yes;Yes;No;Yes;No;One year;No;Credit card (automatic);64.5;1929.95;0;Maroc Telecom;Commercial;645.0;19299.5;XL;0;33.74;50;0;0;0.0325;3.2;Faible;644.66;645.4;0;RAS
Male;0;Yes;Yes;15;Yes;No;DSL;No;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Mailed check;69.5;1071.4;0;Maroc Telecom;Commercial;695.0;10714.0;XL;0;34.85;50;0;0;0.045;4.5;Faible;704.95;695.5;0;RAS
Female;0;Yes;Yes;8;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;68.55;564.35;0;inwi;IT;685.5;5643.5;XL;0;34.36;50;0;0;0.3775;37.8;Moyen;692.72;686.14;0;RAS
Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;95.0;655.5;1;Maroc Telecom;Support;950.0;6555.0;XL;0;50.28;50;1;0;0.9;90.0;Critique;970.74;1000.97;1;Proposer upgrade forfait + vérifier usage
Female;0;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);108.15;7930.55;0;Maroc Telecom;Commercial;1081.5;79305.5;XL;0;53.49;50;1;0;0.0375;3.8;Faible;1122.77;1130.58;1;Proposer forfait supérieur
Male;0;Yes;Yes;62;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;86.1;5215.25;0;Orange Maroc;IT;861.0;52152.5;XL;0;45.54;50;0;0;0.005;0.5;Faible;875.99;860.93;0;RAS
Female;0;Yes;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.7;113.5;0;inwi;Support;197.0;1135.0;M;0;7.63;12;0;0;0.09;9.0;Faible;209.32;196.92;0;RAS
Female;0;Yes;Yes;14;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);80.9;1152.8;0;Maroc Telecom;Direction;809.0;11528.0;XL;0;38.21;50;0;0;0.2625;26.2;Moyen;815.24;809.14;0;RAS
Female;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);84.15;1821.95;0;Orange Maroc;Direction;841.5;18219.5;XL;0;42.12;50;0;0;0.425;42.5;Moyen;836.4;841.87;0;RAS
Male;0;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.15;419.9;0;inwi;RH;201.5;4199.0;M;0;16.44;12;1;0;0.0075;0.8;Faible;270.82;252.34;1;Proposer forfait supérieur
Male;0;Yes;Yes;16;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Two year;No;Mailed check;64.25;1024.0;0;Maroc Telecom;IT;642.5;10240.0;XL;0;35.98;50;0;0;0.015;1.5;Faible;642.05;643.6;0;RAS
Male;0;No;No;10;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25.7;251.6;0;Orange Maroc;Commercial;257.0;2516.0;M;1;16.14;12;1;1;0.0275;2.8;Faible;434.77;383.41;1;Vérifier roaming + limiter options
Female;0;No;Yes;13;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;56.0;764.55;0;Maroc Telecom;IT;560.0;7645.5;XL;1;23.88;50;0;0;0.075;7.5;Faible;693.06;635.62;0;RAS
Female;0;Yes;No;20;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;82.4;1592.35;1;Orange Maroc;Direction;824.0;15923.5;XL;0;41.64;50;0;0;0.7325;73.2;Élevé;802.36;824.47;1;Surveiller la ligne + analyser causes
Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.7;135.2;0;Orange Maroc;Finance;697.0;1352.0;XL;0;37.31;50;0;0;0.235;23.5;Moyen;700.89;698.17;0;RAS
Male;0;No;No;53;Yes;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);73.9;3958.25;0;Orange Maroc;Finance;739.0;39582.5;XL;0;43.21;50;0;0;0.015;1.5;Faible;701.69;739.74;0;RAS
Female;0;Yes;Yes;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.6;233.9;0;Maroc Telecom;RH;206.0;2339.0;M;1;5.25;12;0;0;0.0375;3.8;Faible;298.31;281.16;0;RAS
Male;0;Yes;No;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.9;1363.45;0;inwi;RH;199.0;13634.5;M;0;12.14;12;1;0;0.0;0.0;Faible;252.0;248.12;1;Proposer forfait supérieur
Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);70.9;273.0;1;Maroc Telecom;Support;709.0;2730.0;XL;0;38.64;50;0;0;0.89;89.0;Critique;717.34;710.26;1;Surveiller la ligne + analyser causes
Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);89.05;6254.45;0;Maroc Telecom;Commercial;890.5;62544.5;XL;0;45.88;50;0;0;0.0;0.0;Faible;874.18;890.03;0;RAS
Male;1;Yes;No;58;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;45.3;2651.2;1;Maroc Telecom;IT;453.0;26512.0;L;0;18.6;25;0;0;0.755;75.5;Élevé;430.07;451.64;1;Surveiller la ligne + analyser causes
Female;0;Yes;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20.4;321.4;0;Orange Maroc;Finance;204.0;3214.0;M;0;10.96;12;0;0;0.0425;4.2;Faible;196.52;204.21;0;RAS
Male;0;Yes;No;43;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);84.25;3539.25;0;Orange Maroc;Commercial;842.5;35392.5;XL;1;43.41;50;0;0;0.0875;8.8;Faible;909.11;918.46;0;RAS
Female;0;Yes;No;2;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;104.4;242.8;1;Maroc Telecom;IT;1044.0;2428.0;XL;0;52.73;50;1;0;0.84;84.0;Critique;1055.52;1094.72;1;Proposer upgrade forfait + vérifier usage
Male;0;Yes;No;14;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;81.95;1181.75;0;Orange Maroc;Commercial;819.5;11817.5;XL;1;38.92;50;0;0;0.035;3.5;Faible;897.81;895.51;0;RAS
Female;0;Yes;No;53;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);94.85;5000.2;1;Maroc Telecom;Commercial;948.5;50002.0;XL;1;45.0;50;0;0;0.7;70.0;Élevé;985.25;1023.64;1;Surveiller la ligne + analyser causes
Female;0;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20.55;654.55;0;Orange Maroc;Support;205.5;6545.5;M;0;11.64;12;0;0;0.0075;0.8;Faible;205.88;205.48;0;RAS
Female;0;Yes;No;34;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;24.7;780.2;0;Maroc Telecom;Direction;247.0;7802.0;M;0;10.32;12;0;0;0.03;3.0;Faible;263.54;246.36;0;RAS
Female;1;No;No;15;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;74.45;1145.7;1;Orange Maroc;Direction;744.5;11457.0;XL;0;35.26;50;0;0;0.88;88.0;Critique;733.51;744.65;1;Surveiller la ligne + analyser causes
Female;1;No;No;7;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);76.45;503.6;1;Maroc Telecom;Direction;764.5;5036.0;XL;0;37.81;50;0;0;0.3775;37.8;Moyen;786.72;765.09;0;RAS
Female;0;Yes;Yes;15;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);105.35;1559.25;0;inwi;Finance;1053.5;15592.5;XL;0;53.15;50;1;0;0.2275;22.8;Moyen;1087.61;1103.93;1;Proposer forfait supérieur
Male;0;Yes;No;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20.55;1252.0;0;Maroc Telecom;IT;205.5;12520.0;M;0;13.39;12;1;0;0.015;1.5;Faible;250.99;254.95;1;Proposer forfait supérieur
Female;0;No;No;1;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);29.95;29.95;1;Maroc Telecom;Finance;299.5;299.5;M;0;11.39;12;0;0;0.4375;43.8;Moyen;306.16;299.32;0;RAS
Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45.3;45.3;0;Maroc Telecom;Support;453.0;453.0;L;1;18.77;25;0;0;0.225;22.5;Moyen;523.13;528.72;0;RAS
Male;0;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);84.5;662.65;1;inwi;Direction;845.0;6626.5;XL;0;41.1;50;0;0;0.8225;82.2;Critique;846.14;845.46;1;Surveiller la ligne + analyser causes
Male;0;Yes;Yes;33;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;One year;No;Credit card (automatic);74.75;2453.3;0;inwi;Support;747.5;24533.0;XL;0;31.97;50;0;0;0.1375;13.8;Faible;740.48;746.69;0;RAS
Female;0;No;No;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;79.25;1111.65;1;Maroc Telecom;IT;792.5;11116.5;XL;0;41.38;50;0;0;0.9;90.0;Critique;821.58;793.34;1;Surveiller la ligne + analyser causes
Female;0;Yes;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;24.8;24.8;1;Orange Maroc;Direction;248.0;248.0;M;0;6.42;12;0;0;0.5625;56.2;Élevé;247.7;247.4;1;Surveiller la ligne + analyser causes
Male;0;No;No;20;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;51.8;1023.85;0;inwi;RH;518.0;10238.5;XL;0;28.02;50;0;0;0.065;6.5;Faible;501.54;518.69;0;RAS
Male;0;No;No;3;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;30.4;82.15;0;Orange Maroc;IT;304.0;821.5;L;0;18.53;25;0;0;0.1825;18.2;Faible;326.03;305.04;0;RAS
Female;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;19.65;244.8;0;Orange Maroc;RH;196.5;2448.0;M;0;10.6;12;0;0;0.0125;1.2;Faible;191.84;196.78;0;RAS
Female;0;Yes;No;40;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);56.6;2379.1;0;Maroc Telecom;IT;566.0;23791.0;XL;0;22.73;50;0;0;0.055;5.5;Faible;540.15;564.97;0;RAS
Male;0;Yes;Yes;43;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Credit card (automatic);71.9;3173.35;0;Maroc Telecom;Commercial;719.0;31733.5;XL;1;36.27;50;0;0;0.04;4.0;Faible;757.9;794.77;0;RAS
Male;0;Yes;No;6;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;91.0;531.0;1;inwi;RH;910.0;5310.0;XL;0;43.11;50;0;0;0.87;87.0;Critique;880.63;910.31;1;Surveiller la ligne + analyser causes
Female;0;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19.75;1375.4;0;inwi;Commercial;197.5;13754.0;M;0;6.27;12;0;0;0.015;1.5;Faible;185.83;195.84;0;RAS
Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);109.7;8129.3;0;Orange Maroc;Commercial;1097.0;81293.0;XL;0;56.59;50;1;0;0.0025;0.2;Faible;1173.12;1146.44;1;Proposer forfait supérieur
Male;0;Yes;Yes;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19.3;1192.7;0;Maroc Telecom;Support;193.0;11927.0;M;0;11.95;12;0;0;0.01;1.0;Faible;199.88;192.55;0;RAS
Female;0;Yes;No;20;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;96.55;1901.65;0;Maroc Telecom;Commercial;965.5;19016.5;XL;0;52.13;50;1;0;0.5225;52.2;Élevé;1010.28;1016.38;1;Proposer upgrade forfait + vérifier usage
